cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,class
convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,scaly,green,no,none,free,close,narrow,purple,enlarging,,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,edible
flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
knobbed,smooth,brown,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,poisonous
bell,smooth,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
bell,smooth,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
knobbed,smooth,buff,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
flat,smooth,buff,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
flat,smooth,brown,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,buff,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,smooth,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,poisonous
convex,scaly,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,edible
convex,scaly,purple,no,none,free,close,narrow,purple,enlarging,,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,edible
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,poisonous
bell,smooth,white,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
knobbed,scaly,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,poisonous
convex,scaly,buff,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,edible
convex,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
knobbed,scaly,brown,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
convex,smooth,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
convex,scaly,white,no,none,free,close,narrow,pink,enlarging,,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,several,edible
flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,smooth,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,white,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
flat,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,poisonous
convex,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,edible
flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,poisonous
convex,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,smooth,buff,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
convex,smooth,pink,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,red,partial,white,two,evanescent,white,clustered,edible
convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,poisonous
convex,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,poisonous
flat,smooth,white,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
knobbed,scaly,brown,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
convex,scaly,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,poisonous
flat,scaly,buff,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
convex,smooth,red,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,poisonous
convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,poisonous
flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,poisonous
flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,poisonous
bell,smooth,pink,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
bell,smooth,white,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
convex,scaly,brown,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
bell,scaly,yellow,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,brown,partial,white,one,evanescent,white,several,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,scaly,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
knobbed,smooth,pink,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
flat,scaly,brown,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
bell,scaly,pink,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,buff,bruises,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
convex,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
bell,smooth,buff,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
flat,scaly,white,no,none,free,close,narrow,pink,enlarging,,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,edible
convex,scaly,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,edible
convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,poisonous
flat,smooth,buff,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,several,poisonous
knobbed,smooth,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,edible
flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,poisonous
bell,fibrous,brown,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,brown,partial,white,one,evanescent,white,several,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,brown,bruises,none,free,close,broad,white,enlarging,,smooth,smooth,red,white,partial,white,two,evanescent,white,clustered,edible
flat,scaly,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,partial,white,one,evanescent,white,several,edible
flat,scaly,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
knobbed,fibrous,brown,no,none,free,close,narrow,white,enlarging,,silky,scaly,white,yellow,partial,white,one,evanescent,white,several,poisonous
flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,poisonous
flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,poisonous
convex,smooth,gray,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,scaly,green,no,none,free,close,narrow,purple,enlarging,,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,edible
convex,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,pink,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,poisonous
convex,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,several,poisonous
knobbed,smooth,red,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
flat,smooth,buff,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,fibrous,brown,no,none,free,crowded,narrow,white,enlarging,bulbous,fibrous,fibrous,white,brown,partial,white,one,evanescent,white,several,edible
flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,poisonous
flat,scaly,white,no,none,free,close,narrow,white,enlarging,,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,edible
flat,smooth,white,bruises,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,smooth,pink,bruises,none,free,close,broad,green,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,poisonous
flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,poisonous
flat,smooth,gray,bruises,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
flat,smooth,white,bruises,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,poisonous
convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
bell,scaly,buff,bruises,none,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
knobbed,scaly,buff,bruises,none,free,close,broad,red,enlarging,,smooth,smooth,white,white,partial,white,two,evanescent,white,clustered,edible
convex,scaly,white,no,none,free,close,narrow,pink,enlarging,,smooth,fibrous,white,white,partial,white,one,flaring,chocolate,solitary,edible
flat,smooth,buff,bruises,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,partial,white,one,pendant,chocolate,several,poisonous
flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
knobbed,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,,silky,silky,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,smooth,red,no,foul,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,silky,silky,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,foul,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,clustered,edible
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,silky,pink,pink,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,none,attached,close,broad,orange,enlarging,,smooth,smooth,orange,orange,partial,brown,one,pendant,brown,several,edible
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,,silky,smooth,pink,white,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,,silky,smooth,white,white,partial,white,one,evanescent,white,several,poisonous
convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,poisonous
flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink,partial,white,one,evanescent,white,several,poisonous
flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,,smooth,silky,white,white,partial,white,one,evanescent,white,several,poisonous
